Date,Open,High,Low,Close,Adj Close
2018-08-16,72.81005800000003,-114.99023399999987,54.99023399999987,26.209960000000137,26.209960000000137
2018-08-17,46.68017599999985,109.0,48.560059000000365,245.89990299999954,245.89990299999954
2018-08-18,242.52001999999993,34.85009799999989,28.75976499999979,-156.87011699999948,-156.87011699999948
2018-08-19,-160.8603519999997,-79.37011799999982,7.819824999999582,82.31005800000003,82.31005800000003
2018-08-20,77.93994199999997,-1.0600580000000264,-63.619628999999804,-197.54003900000043,-197.54003900000043
2018-08-21,-199.43994199999997,-36.04980499999965,0.31005800000002637,180.2299810000004,180.2299810000004
2018-08-22,185.18017599999985,315.91992200000004,11.869628999999804,-112.04980500000056,-112.04980500000056
2018-08-23,-114.91015599999992,-270.25,61.22998100000041,158.16992200000004,158.16992200000004
2018-08-24,180.18017599999985,173.41992199999913,127.30029300000024,185.08007799999996,185.08007799999996
2018-08-25,168.43017500000042,69.66992200000004,202.31982399999924,43.22998000000007,43.22998000000007
2018-08-26,34.689941999999974,-14.879882999999609,-80.20996099999957,-55.93017499999951,-55.93017499999951
2018-08-27,-43.84033200000067,109.89013700000032,68.95996099999957,177.3803710000002,177.3803710000002
2018-08-28,180.2802730000003,224.91992200000004,192.62988300000052,211.6396479999994,211.6396479999994
2018-08-29,200.6298829999996,3.739745999999286,88.47998000000007,-49.119628999999804,-49.119628999999804
2018-08-30,-47.95019499999944,-40.609864000000016,-136.12988300000052,-68.93017599999985,-68.93017599999985
2018-08-31,-69.78955099999985,-15.520018999999593,85.47021500000028,59.35009799999989,59.35009799999989
2018-09-01,70.83984400000008,185.1201170000004,117.88964899999974,155.66992200000004,155.66992200000004
2018-09-02,144.7700189999996,64.02001999999993,94.11035100000026,79.47021500000028,79.47021500000028
2018-09-03,89.44970699999976,11.62988199999927,75.9897460000002,-12.660155999999915,-12.660155999999915
2018-09-04,-16.02978499999972,70.31982500000049,47.290038999999524,101.60009699999955,101.60009699999955
2018-09-05,98.45996099999957,0.17040999999971973,-462.6098629999997,-568.830078,-568.830078
2018-09-06,-606.3198239999992,-633.2900389999995,-388.1098629999997,-263.6601559999999,-263.6601559999999
2018-09-07,-226.22021500000028,-199.8500979999999,-7.850097999999889,-62.10009799999989,-62.10009799999989
2018-09-08,-68.75,-21.040039000000434,-199.35009700000046,-241.08984400000008,-241.08984400000008
2018-09-09,-236.79003900000043,-87.99023399999987,3.700195000000349,74.87988299999961,74.87988299999961
2018-09-10,78.18994100000054,-71.27978600000006,91.53955099999985,28.84033200000067,28.84033200000067
2018-09-11,30.310058999999455,23.939941999999974,-32.54980500000056,-8.5,-8.5
2018-09-12,-14.870116999999482,-35.04980499999965,4.879883000000518,30.599609999999302,30.599609999999302
2018-09-13,37.230467999999746,171.54003899999952,89.15038999999979,165.5102540000007,165.5102540000007
2018-09-14,161.16992200000004,60.689941999999974,101.92968800000017,-4.6000980000007985,-4.6000980000007985
2018-09-15,-6.010253999999804,-34.37988299999961,37.37988299999961,30.490234000000783,30.490234000000783
2018-09-16,27.280273999999736,-17.390137000000323,-33.44970699999976,-26.020019000000502,-26.020019000000502
2018-09-17,-22.620116999999482,-4.120117000000391,-202.58007799999996,-235.9799809999995,-235.9799809999995
2018-09-18,-233.14990300000045,-156.02978499999972,8.189940999999635,90.0996099999993,90.0996099999993
2018-09-19,90.93994199999997,64.27978499999972,-57.37011699999948,27.240234000000783,27.240234000000783
2018-09-20,27.0,80.79980500000056,187.61035100000026,121.12988299999961,121.12988299999961
2018-09-21,115.0200190000005,265.07031199999983,100.40966799999933,215.2802730000003,215.2802730000003
2018-09-22,221.17968799999926,20.229981000000407,120.43994199999997,-12.97021500000028,-12.97021500000028
2018-09-23,-19.729980999999498,-48.410157000000254,62.62011700000039,-11.35009700000046,-11.35009700000046
2018-09-24,-10.549804000000222,-52.589842999999746,-98.52001999999993,-115.2197269999997,-115.2197269999997
2018-09-25,-101.12988299999961,-109.91992200000004,-199.04003900000043,-148.93994099999964,-148.93994099999964
2018-09-26,-150.8500979999999,-17.729981000000407,16.030274000000645,48.52978499999972,48.52978499999972
2018-09-27,42.5,126.18994199999997,67.06005800000003,181.75,181.75
2018-09-28,183.45996099999957,72.92968699999983,133.3696289999998,-32.62011700000039,-32.62011700000039
2018-09-29,-35.64990200000011,-141.92968699999983,-86.66992200000004,-42.16992200000004,-42.16992200000004
2018-09-30,-38.39013700000032,0.6796869999998307,54.89013700000032,23.6000980000008,23.6000980000008
2018-10-01,15.140137000000323,9.520019999999931,-17.459961000000476,-35.939941999999974,-35.939941999999974
2018-10-02,-26.609864000000016,-41.459960999999566,-11.180175999999847,-33.5200190000005,-33.5200190000005
2018-10-03,-39.380371000000196,-40.37988300000052,-83.87011700000039,-53.510253999999804,-53.510253999999804
2018-10-04,-55.94970699999976,31.8500980000008,43.880371000000196,74.10009699999955,74.10009699999955
2018-10-05,76.2397460000002,20.310058000000026,59.5,45.790039000000434,45.790039000000434
2018-10-06,48.30029300000024,4.919922000000042,20.389648999999736,-34.169920999999704,-34.169920999999704
2018-10-07,-31.770019000000502,12.95019499999944,-20.759765999999217,14.640135999999984,14.640135999999984
2018-10-08,9.509764999999788,33.56982500000049,19.0,49.27978499999972,49.27978499999972
2018-10-09,52.89013700000032,-13.64990300000045,30.8999019999992,-9.589842999999746,-9.589842999999746
2018-10-10,-12.790038999999524,-21.120116999999482,-67.97998000000007,-57.1103520000006,-57.1103520000006
2018-10-11,-53.54980500000056,-53.54980500000056,-295.2197269999997,-329.28955099999985,-329.28955099999985
2018-10-12,-347.4902339999999,-258.2402339999999,-7.270018999999593,18.339844000000085,18.339844000000085
2018-10-13,38.83007799999996,-19.990233999999873,23.339844000000085,11.410155999999915,11.410155999999915
2018-10-14,10.410155999999915,54.70019499999944,20.339842999999746,4.939941999999974,4.939941999999974
2018-10-15,4.1499030000004495,601.8500980000008,-21.469726000000264,305.6098630000006,305.6098630000006
2018-10-16,308.7700189999996,-291.4702150000003,312.68994100000054,-0.4301760000007562,-0.4301760000007562
