Date,Open,High,Low,Close,Adj Close
2018-01-02,-487.20019499999944,1332.3994140000013,8.899414000001343,1324.8994140000013,1324.8994140000013
2018-01-03,1353.2001949999994,128.20019599999978,1680.9003909999992,218.90039099999922,218.90039099999922
2018-01-04,292.5,166.90038999999888,-322.29980500000056,398.20019499999944,398.20019499999944
2018-01-05,206.5,1965.4990239999988,680.5996100000011,1830.2998050000006,1830.2998050000006
2018-01-06,1984.8994140000013,7.201172000000952,1561.7998040000002,97.5,97.5
2018-01-07,65.20117200000095,-132.80078199999843,-676.8994140000013,-1049.4003909999992,-1049.4003909999992
2018-01-08,-1051.1015620000035,-1041.6992180000016,-1879.5,-1307.5,-1307.5
2018-01-09,-1352.4990239999988,-1040.4003909999992,215.79980500000056,-574.6992180000016,-574.6992180000016
2018-01-10,-535.2001949999994,-524.2001949999994,-732.7998050000006,377.89941400000134,377.89941400000134
2018-01-11,379.70019499999944,45.5,-585.2998040000002,-1567.5,-1567.5
2018-01-12,-1514.2998040000002,-788.8994140000013,52.199218000001565,574.7998040000002,574.7998040000002
2018-01-13,498.5,429.5996090000008,794.3007819999984,379.60058599999866,379.60058599999866
2018-01-14,418.39941400000134,-147.70019499999944,-684.4003909999992,-588.2001949999994,-588.2001949999994
2018-01-15,-603.5,-66.29980500000056,373.70019499999944,47.79980500000056,47.79980500000056
2018-01-16,68.79980400000022,-602.4003909999992,-3446.799804,-2329.2998050000006,-2329.2998050000006
2018-01-17,-2405.0,-2165.099609000001,-792.6103519999997,-301.9003909999992,-301.9003909999992
2018-01-18,-232.29980400000022,429.29980500000056,1540.2099610000005,286.30078199999843,286.30078199999843
2018-01-19,231.0,-114.5,229.59960900000078,132.5,132.5
2018-01-20,226.40038999999888,1110.2001949999994,484.10058599999866,1291.7998040000002,1291.7998040000002
2018-01-21,1233.0,-207.09960900000078,-368.0,-1299.1005859999987,-1299.1005859999987
2018-01-22,-1256.1005859999987,-929.5,-1048.0,-668.6992180000016,-668.6992180000016
2018-01-23,-688.5996090000008,-588.8007819999984,-110.5,-63.0,-63.0
2018-01-24,-41.09960900000078,123.80078199999843,510.0996100000011,491.0,491.0
2018-01-25,518.2998040000002,284.2998040000002,417.60058599999866,-100.0,-100.0
2018-01-26,-165.70019499999944,-129.0,-587.1005859999987,-88.0,-88.0
2018-01-27,-81.09960900000078,-41.79980400000022,518.9003899999989,269.2998040000002,269.2998040000002
2018-01-28,300.39941400000134,425.39941400000134,486.0996100000011,345.5996100000011,345.5996100000011
2018-01-29,280.20019499999944,-164.70019599999978,-296.0996100000011,-489.89941400000134,-489.89941400000134
2018-01-30,-448.70019499999944,-568.3994140000013,-1143.0,-1190.1005859999987,-1190.1005859999987
2018-01-31,-1198.5996100000011,-925.6005859999987,-258.7802730000003,114.79980400000022,114.79980400000022
2018-02-01,129.09961000000112,-92.79980400000022,-965.1396489999988,-1050.5595700000013,-1050.5595700000013
2018-02-02,-1095.0195320000003,-1146.5195320000003,-1015.7900390000004,-339.7900389999995,-339.7900389999995
2018-02-03,-290.1601559999999,288.4697269999997,455.13964899999974,344.1601559999999,344.1601559999999
2018-02-04,323.58007799999905,-95.87988299999961,-220.40966799999933,-897.9003900000007,-897.9003900000007
2018-02-05,-905.1601559999999,-970.0302730000003,-1274.5400390000004,-1321.7397459999993,-1321.7397459999993
2018-02-06,-1218.7900389999995,-514.1396489999997,-708.4204099999997,798.7299800000001,798.7299800000001
2018-02-07,703.7402339999999,658.4101569999993,1188.5302730000003,-132.70019500000035,-132.70019500000035
2018-02-08,-117.6303710000002,49.65917900000022,401.06982399999924,644.2900390000004,644.2900390000004
2018-02-09,633.9799810000004,178.21093800000017,246.8500979999999,471.390625,471.390625
2018-02-10,448.2402340000008,385.5693360000005,410.7597660000001,-115.08007800000087,-115.08007800000087
2018-02-11,-103.95019500000126,-506.41992200000095,-364.3696289999998,-491.93017599999894,-491.93017599999894
2018-02-12,-474.69970699999976,369.7900389999995,210.33007799999996,796.6000979999999,796.6000979999999
2018-02-13,785.2895509999998,-27.45019499999944,313.97998000000007,-328.26074300000073,-328.26074300000073
2018-02-14,-326.79980500000056,560.0703119999998,144.50976599999922,896.3203130000002,896.3203130000002
2018-02-15,888.400391000001,716.259766000001,795.6601560000017,671.7705079999996,671.7705079999996
2018-02-16,647.3798819999993,89.29980400000022,429.2402349999993,67.5,67.5
2018-02-17,71.79980500000056,815.4003909999992,324.58007799999905,878.7998040000002,878.7998040000002
2018-02-18,915.9003909999992,210.29980500000056,176.59960900000078,-560.9003899999989,-560.9003899999989
2018-02-19,-570.8007819999984,-76.0,187.20019499999944,673.5,673.5
2018-02-20,679.2001959999998,684.7001949999994,718.5996100000011,178.40038999999888,178.40038999999888
2018-02-21,140.40038999999888,-540.0,-752.7001959999998,-713.2998040000002,-713.2998040000002
2018-02-22,-711.7998040000002,-379.4003909999992,-540.0097650000007,-685.4003909999992,-685.4003909999992
2018-02-23,-723.330077999999,-551.7998040000002,-204.53027400000065,296.0996090000008,296.0996090000008
2018-02-24,350.62988199999927,109.90038999999888,-187.58984299999975,-488.0292960000006,-488.0292960000006
2018-02-25,-491.2802730000003,-673.9804679999997,-139.91015700000025,-148.33984400000008,-148.33984400000008
2018-02-26,-126.99023399999896,551.7802730000003,94.67089900000065,701.9697259999994,701.9697259999994
2018-02-27,724.470702999999,403.5,744.3691400000007,358.89941400000134,358.89941400000134
2018-02-28,293.2998040000002,211.29980500000056,147.0,-327.69921800000157,-327.69921800000157
2018-03-01,-302.20019499999944,-37.5,-40.39941400000134,553.0996090000008,553.0996090000008
2018-03-02,592.4003909999992,136.70019499999944,497.39941400000134,135.40039099999922,135.40039099999922
2018-03-03,124.5,339.20019499999944,152.30078199999843,403.2998040000002,403.2998040000002
2018-03-04,395.5,-15.600585999998657,133.69921800000157,22.899414000001343,22.899414000001343
2018-03-05,35.0,191.5,307.80078199999843,60.70019599999978,60.70019599999978
2018-03-06,-32.300781999998435,-204.0,-749.6005859999987,-793.3994140000013,-793.3994140000013
2018-03-07,-696.1992180000016,-570.5996090000008,-1002.1796880000002,-814.330077999999,-814.330077999999
2018-03-08,-852.4599609999987,-782.0996090000008,-356.25,-570.560547000001,-570.560547000001
2018-03-09,-536.75,-681.0507819999984,-822.8398440000001,-57.45996099999866,-57.45996099999866
2018-03-10,-64.10058600000048,64.97070399999939,315.4394539999994,-471.54980500000056,-471.54980500000056
2018-03-11,-497.8095709999998,180.56933500000014,-221.3496099999993,712.6298829999996,712.6298829999996
2018-03-12,750.1494149999999,225.6103519999997,349.3095709999998,-373.5097659999992,-373.5097659999992
2018-03-13,-429.88964900000065,-467.1201170000004,1.7607420000003913,-10.270507999999609,-10.270507999999609
2018-03-14,41.61035199999969,-114.53027399999883,-889.6005860000005,-925.0400390000013,-925.0400390000013
2018-03-15,-923.890625,-927.5,-285.54003900000043,31.050782000000254,31.050782000000254
2018-03-16,32.1503900000007,156.80078199999843,222.2602540000007,37.48925700000109,37.48925700000109
2018-03-17,-1.0,-238.6201179999989,-192.4902350000002,-421.4697260000012,-421.4697260000012
2018-03-18,-431.390136,-101.02050700000109,-414.8295900000003,306.79980500000056,306.79980500000056
2018-03-19,453.60009700000046,430.3603510000012,784.4096680000002,406.97070299999905,406.97070299999905
2018-03-20,275.54980499999874,375.1494139999995,207.4897460000002,282.8193360000005,282.8193360000005
2018-03-21,317.81054700000095,126.35058600000048,456.44043000000056,15.810546000000613,15.810546000000613
2018-03-22,1.959961000000476,-76.66015599999992,-281.42968700000165,-200.8105460000006,-200.8105460000006
2018-03-23,-203.19043000000056,-221.08984400000008,-204.28027399999883,151.1503900000007,151.1503900000007
2018-03-24,165.70019499999944,116.55957099999978,305.08007799999905,-211.5,-211.5
2018-03-25,-289.140625,-314.16992200000095,-216.60058599999866,-172.33984400000008,-172.33984400000008
2018-03-26,-114.33984299999975,-151.92968799999835,-527.6694330000009,-286.3798820000011,-286.3798820000011
2018-03-27,-298.4697269999997,-297.29980500000056,-124.15039100000013,-376.3603519999988,-376.3603519999988
2018-03-28,-363.16992200000004,-109.89013599999998,11.890137000000323,121.43994099999964,121.43994099999964
2018-03-29,142.2397460000002,-128.56005900000036,-727.7900390000004,-788.7797849999997,-788.7797849999997
2018-03-30,-807.6196289999998,-717.669922,-397.44970699999976,-275.1801750000004,-275.1801750000004
2018-03-31,-278.9702150000003,-68.81005800000003,179.58984400000008,83.00976499999979,83.00976499999979
2018-04-01,110.5800790000003,-146.89990299999954,-336.64990299999954,-129.29980499999965,-129.29980499999965
2018-04-02,-158.2001960000007,74.52001999999993,289.70996099999957,239.56982499999958,239.56982499999958
2018-04-03,257.39990300000045,395.46972599999935,255.91015599999992,372.310058,372.310058
2018-04-04,354.1503899999998,-61.060058000000026,-268.61035100000026,-602.2700189999996,-602.2700189999996
2018-04-05,-607.7602539999998,-536.0600589999995,-159.08007799999996,-42.369628999999804,-42.369628999999804
2018-04-06,-32.689941000000545,-76.32959000000028,-69.79980499999965,-175.15039100000013,-175.15039100000013
2018-04-07,-185.45019499999944,193.04980500000056,55.50976600000013,274.77001999999993,274.77001999999993
2018-04-08,289.47021399999994,61.02001999999993,289.47021399999994,112.43017599999985,112.43017599999985
2018-04-09,124.33984400000008,66.54980399999931,-257.9897460000002,-252.79003999999986,-252.79003999999986
2018-04-10,-248.87988300000052,-305.69970699999976,42.15966800000024,64.02978600000006,64.02978600000006
2018-04-11,48.030274000000645,95.90966800000024,113.43994199999997,133.56005800000003,133.56005800000003
2018-04-12,111.90966799999933,930.9101559999999,-11.080077999999958,920.9301759999998,920.9301759999998
2018-04-13,945.7099610000005,284.7299809999995,952.4204099999997,6.709960999999566,6.709960999999566
2018-04-14,-26.419922000000042,-43.25,87.06982400000015,90.2802730000003,90.2802730000003
2018-04-15,124.66015599999992,197.70996099999957,153.33007799999996,342.8701179999998,342.8701179999998
2018-04-16,338.2402350000002,32.730469000000085,-73.60009799999989,-270.44042999999965,-270.44042999999965
2018-04-17,-265.91015700000025,-85.19042999999874,-44.00976499999979,-156.58007799999996,-156.58007799999996
2018-04-18,-127.22998000000007,-88.16015599999992,4.289550999999847,261.33007799999996,261.33007799999996
2018-04-19,214.83984400000008,100.890625,252.7700189999996,130.8896479999994,130.8896479999994
2018-04-20,127.60986299999968,581.5400389999995,105.7602539999998,551.5205080000014,551.5205080000014
2018-04-21,561.9101559999999,117.33984400000008,407.6103519999997,49.75,49.75
2018-04-22,76.26953099999992,4.069335000000137,127.45996100000048,-93.12011700000039,-93.12011700000039
2018-04-23,-130.66992199999913,-43.089842999999746,9.199217999999746,128.41992199999913,128.41992199999913
2018-04-24,139.95019599999978,774.0605469999991,139.02050800000143,766.6201170000004,766.6201170000004
2018-04-25,766.6904290000002,12.709961000000476,-127.99023400000078,-851.7597659999992,-851.7597659999992
2018-04-26,-833.7099600000001,-463.81054700000095,-72.75,435.76953199999843,435.76953199999843
2018-04-27,423.30956999999944,93.95996100000048,259.9599610000005,-294.45996099999866,-294.45996099999866
2018-04-28,-351.3603519999997,36.62011700000039,-55.05957099999978,361.4306639999995,361.4306639999995
2018-04-29,407.140625,119.4003900000007,261.7197269999997,70.59960900000078,70.59960900000078
2018-04-30,79.70019599999978,-54.350586000000476,-26.900391000001036,-178.5302730000003,-178.5302730000003
2018-05-01,-174.640625,-221.2597650000007,-275.7597649999989,-121.54003900000134,-121.54003900000134
2018-05-02,-146.8701179999989,0.6396480000003066,124.08984299999975,116.91015599999992,116.91015599999992
2018-05-03,129.3701179999989,541.810547000001,173.0107429999989,507.94043000000056,507.94043000000056
2018-05-04,461.5302730000003,-19.129883000001428,397.80957000000126,-43.100586000000476,-43.100586000000476
2018-05-05,4.780273000000307,185.29980500000056,109.16015599999992,157.390625,157.390625
2018-05-06,145.02929699999913,-24.360351999999693,-229.8701170000004,-203.35058599999866,-203.35058599999866
2018-05-07,-199.6396480000003,-274.2900389999995,-233.7197269999997,-281.79003900000134,-281.79003900000134
2018-05-08,-264.79980499999874,-203.09960900000078,-103.76074200000039,-138.18945299999905,-138.18945299999905
2018-05-09,-157.1396480000003,-87.99023400000078,-96.14941399999952,90.359375,90.359375
2018-05-10,102.22949200000039,21.280273000000307,8.899413999999524,-281.2392579999996,-281.2392579999996
2018-05-11,-273.0,-343.08007799999905,-646.0595699999994,-602.4501959999998,-602.4501959999998
2018-05-12,-611.5195309999999,-388.0996090000008,-170.95996100000048,63.399413999999524,63.399413999999524
2018-05-13,74.04980400000022,108.68945300000087,171.6201170000004,219.05078200000025,219.05078200000025
2018-05-14,197.609375,107.57031199999983,-27.150390000000698,-7.1503910000010364,-7.1503910000010364
2018-05-15,-7.909179000000222,-44.92968699999983,88.48046799999975,-206.41015599999992,-206.41015599999992
2018-05-16,-200.78027400000065,-327.7607420000004,-280.95996099999957,-141.54980499999874,-141.54980499999874
2018-05-17,-134.36035099999935,-62.889649000000645,-121.37011699999948,-274.5102540000007,-274.5102540000007
2018-05-18,-278.2197270000006,-171.41992199999913,-79.30029300000024,156.64990299999954,156.64990299999954
2018-05-19,163.90039100000013,97.93945299999905,208.53027399999974,-3.790038999999524,-3.790038999999524
2018-05-20,-8.740234999999302,190.35058600000048,21.890136000000894,266.07031199999983,266.07031199999983
2018-05-21,275.3398440000001,-4.890625,159.8798829999996,-94.25976599999922,-94.25976599999922
2018-05-22,-102.45996100000048,-134.26953099999992,-360.54003900000043,-377.21044900000106,-377.21044900000106
2018-05-23,-382.79003900000043,-368.5898440000001,-496.70019500000035,-483.95996099999957,-483.95996099999957
2018-05-24,-475.95996099999957,-316.060058,-176.7397459999993,29.52001999999993,29.52001999999993
2018-05-25,31.17968799999926,-79.45996099999957,61.50976499999979,-107.19970699999976,-107.19970699999976
2018-05-26,-105.81982499999958,-63.97998100000041,-43.52978499999972,-124.26025400000071,-124.26025400000071
2018-05-27,-124.39990200000011,-213.41992200000004,-78.16015600000082,12.340332000000672,12.340332000000672
2018-05-28,9.229981000000407,37.30957099999978,-170.06982399999924,-232.2299810000004,-232.2299810000004
2018-05-29,-241.8500980000008,107.37011700000039,-10.209961000000476,336.5996100000002,336.5996100000002
2018-05-30,340.2700190000005,47.35009799999989,222.91992200000004,-66.06982400000015,-66.06982400000015
2018-05-31,-63.58007799999996,35.12988200000018,47.52978499999972,87.64990200000011,87.64990200000011
2018-06-01,94.55029300000024,-4.169922000000042,46.209961000000476,47.28027300000031,47.28027300000031
2018-06-02,36.02001999999993,91.10009799999989,89.91992200000004,102.0,102.0
2018-06-03,95.3696289999998,59.060059000000365,115.7802730000003,76.79980499999965,76.79980499999965
2018-06-04,90.43994099999964,-1.0703130000001693,-139.0,-205.77978499999972,-205.77978499999972
2018-06-05,-221.6298829999996,-110.58984400000008,-77.04003900000043,119.28955099999985,119.28955099999985
2018-06-06,125.07031300000017,37.20019599999978,105.00976600000013,20.22021399999994,20.22021399999994
2018-06-07,24.849608999999873,60.839844000000085,148.81005800000003,24.260253999999804,24.260253999999804
2018-06-08,34.32031300000017,-43.080079000000296,-92.41992200000004,-53.32031199999983,-53.32031199999983
2018-06-09,-52.62011700000039,-14.609862999999677,-26.419922000000042,-92.93994199999997,-92.93994199999997
2018-06-10,-132.97021500000028,-184.0302730000003,-822.9101559999999,-745.9599600000001,-745.9599600000001
2018-06-11,-700.2597659999992,-589.3696289999998,-2.4399410000005446,120.89990200000011,120.89990200000011
2018-06-12,106.52978499999972,-2.2202150000002803,-164.54980499999965,-324.56005900000036,-324.56005900000036
2018-06-13,-308.93994100000054,-276.29980499999965,-256.45019500000035,-232.45996099999957,-232.45996099999957
2018-06-14,-254.1298829999996,75.47998100000041,48.83007799999996,325.4501959999998,325.4501959999998
2018-06-15,331.33007799999996,-26.060059000000365,99.41015600000082,-218.77001999999993,-218.77001999999993
2018-06-16,-218.6298829999996,-88.58984400000008,-31.580077999999958,93.58007799999996,93.58007799999996
2018-06-17,90.07958999999937,-3.3803710000001956,96.9799809999995,-50.890135999999984,-50.890135999999984
2018-06-18,-35.459960999999566,192.03027400000065,-52.589844000000085,235.54980400000022,235.54980400000022
2018-06-19,232.32031300000017,41.35986299999968,263.2397460000002,35.12011699999948,35.12011699999948
2018-06-20,28.369628999999804,-0.9399409999996351,-98.04003900000043,6.609864000000016,6.609864000000016
2018-06-21,9.330077999999958,-10.62011800000073,103.29003900000043,-46.80957099999978,-46.80957099999978
2018-06-22,-42.209961000000476,-63.85986299999968,-708.5698240000002,-646.0502930000002,-646.0502930000002
2018-06-23,-647.7797849999997,-522.2602539999998,65.20996100000048,78.79003900000043,78.79003900000043
2018-06-24,74.17968699999983,-1.0400390000004336,-245.39990300000045,10.75,10.75
2018-06-25,7.6904300000005605,103.59033200000067,293.27001999999993,75.95019599999978,75.95019599999978
2018-06-26,81.57958999999937,-37.209961000000476,-26.010253999999804,-155.5102539999998,-155.5102539999998
2018-06-27,-169.14990299999954,-110.16015599999992,-40.81982400000015,63.459960999999566,63.459960999999566
2018-06-28,68.7602539999998,-9.589844000000085,-179.80029300000024,-253.68994199999997,-253.68994199999997
2018-06-29,-255.0302730000003,91.25,-37.29980499999965,314.859864,314.859864
2018-06-30,316.09033200000067,203.8496100000002,378.4702150000003,185.70019500000035,185.70019500000035
2018-07-01,197.45996099999957,-32.65966800000024,75.06982400000015,-18.180175999999847,-18.180175999999847
2018-07-02,-31.300293000000238,251.0097649999998,16.410155999999915,228.3603519999997,228.3603519999997
2018-07-03,216.2802730000003,-12.489745999999286,142.04980499999965,-84.59033199999976,-84.59033199999976
2018-07-04,-45.790038999999524,100.54980499999965,2.7099609999995664,67.95996099999957,67.95996099999957
2018-07-05,48.839843999999175,-22.37988299999961,96.18994100000054,41.59033200000067,41.59033200000067
2018-07-06,38.97998000000007,-48.6000980000008,-13.10009700000046,34.35986299999968,34.35986299999968
2018-07-07,30.02001999999993,163.05029300000024,45.69042900000022,183.43017599999985,183.43017599999985
2018-07-08,189.08984400000008,21.919922000000042,168.7397460000002,-83.05029300000024,-83.05029300000024
2018-07-09,-82.7197269999997,-47.22998000000007,-23.640135999999984,-32.12988299999961,-32.12988299999961
2018-07-10,-35.87011700000039,-70.93994199999997,-403.6196289999998,-411.79980499999965,-411.79980499999965
2018-07-11,-408.43994099999964,-322.7802730000003,9.75,64.75976599999922,64.75976599999922
2018-07-12,66.00976499999979,-47.85986299999968,-194.05029300000024,-165.8999019999992,-165.8999019999992
2018-07-13,-161.75,-86.55029300000024,55.82031199999983,9.239745999999286,9.239745999999286
2018-07-14,12.47021500000028,-12.359864000000016,19.979981000000407,38.07031200000074,38.07031200000074
2018-07-15,25.20019500000035,105.27001999999993,44.28955099999985,83.52001999999993,83.52001999999993
2018-07-16,84.30957099999978,338.29003900000043,100.5,382.1098629999997,382.1098629999997
2018-07-17,382.640136,645.4902339999999,327.1601559999999,579.2900390000004,579.2900390000004
2018-07-18,575.669922,147.75,596.3002930000002,49.739745999999286,49.739745999999286
2018-07-19,62.880371000000196,-40.53027300000031,14.989745999999286,96.08007799999996,96.08007799999996
2018-07-20,89.19970699999976,100.20996100000048,27.79980500000056,-112.72998000000007,-112.72998000000007
2018-07-21,-114.67968699999983,-157.02978499999972,-60.84961000000021,65.16015600000082,65.16015600000082
2018-07-22,65.07958999999937,100.31005800000003,121.40966800000024,-0.7998050000005605,-0.7998050000005605
2018-07-23,-3.0898440000000846,233.54980499999965,25.280273999999736,292.6196289999998,292.6196289999998
2018-07-24,301.79980500000056,652.7695309999999,296.3999020000001,713.1596680000002,713.1596680000002
2018-07-25,663.1503899999998,-7.399413999999524,380.8598629999997,-242.8793939999996,-242.8793939999996
2018-07-26,-202.81005800000003,-126.54003899999952,-207.6499020000001,-229.81005900000036,-229.81005900000036
2018-07-27,-226.45019599999978,-27.669922000000952,-38.95019499999944,213.42968800000017,213.42968800000017
2018-07-28,218.66015700000025,-39.81054699999913,271.0102539999998,27.14062499999909,27.14062499999909
2018-07-29,36.760253999999804,49.410156999998435,30.410155999999915,26.30957000000126,26.30957000000126
2018-07-30,15.759765000000698,-36.75976599999922,-223.68017599999985,-37.97998100000041,-37.97998100000041
2018-07-31,-40.37988300000052,-53.97021500000028,-220.56982400000015,-400.04003900000043,-400.04003900000043
2018-08-01,-412.1601559999999,-412.4897459999993,-191.9799809999995,-155.52978499999972,-155.52978499999972
2018-08-02,-134.8500980000008,-56.2700190000005,18.489745999999286,-57.760253999999804,-57.760253999999804
2018-08-03,-72.04980399999931,-150.6298829999996,-194.79003899999952,-132.7597649999998,-132.7597649999998
2018-08-04,-123.47021500000028,-64.64990300000045,-344.58007799999996,-401.54003900000043,-401.54003900000043
2018-08-05,-407.5898440000001,-394.72021399999994,-43.369628999999804,35.62988200000018,35.62988200000018
2018-08-06,31.859862999999677,63.77978499999972,-50.160155999999915,-116.68017500000042,-116.68017500000042
2018-08-07,-104.62011699999948,-19.989745999999286,-142.29980500000056,-198.67968799999926,-198.67968799999926
2018-08-08,-211.46972600000026,-399.7099610000005,-522.0200189999996,-447.32031200000074,-447.32031200000074
2018-08-09,-441.2900389999995,-121.12011799999982,22.849608999999873,262.4301750000004,262.4301750000004
2018-08-10,265.8598629999997,-34.47021399999994,-124.54980400000022,-383.5200190000005,-383.5200190000005
2018-08-11,-385.6298829999996,-135.51953200000025,-15.490235000000212,111.0200190000005,111.0200190000005
2018-08-12,97.85986299999968,-45.890135999999984,128.47021500000028,26.959960999999566,26.959960999999566
2018-08-13,57.709960999999566,127.19970699999976,-11.77978499999972,-25.120116999999482,-25.120116999999482
2018-08-14,-53.69970699999976,-249.10986400000002,-254.67041000000063,-97.85986300000059,-97.85986300000059
2018-08-15,-66.24023399999987,300.55029300000024,250.3701170000004,108.81005900000036,108.81005900000036
