Date,Price,Open,High,Low,Change %
19-Jul-20,"9,213.20","9,166.00","9,213.20","9,120.00",0.52%
18-Jul-20,"9,166.00","9,152.80","9,172.90","9,126.00",0.14%
17-Jul-20,"9,152.80","9,137.00","9,162.00","9,119.80",0.17%
16-Jul-20,"9,137.00","9,191.00","9,213.00","9,076.30",-0.59%
15-Jul-20,"9,191.00","9,248.90","9,248.90","9,191.00",-0.63%
14-Jul-20,"9,248.90","9,238.60","9,265.90","9,181.00",0.11%
13-Jul-20,"9,238.60","9,296.70","9,318.10","9,238.60",-0.63%
12-Jul-20,"9,296.70","9,230.30","9,296.70","9,180.30",0.72%
11-Jul-20,"9,230.30","9,293.60","9,293.60","9,183.20",-0.68%
10-Jul-20,"9,293.60","9,236.60","9,293.60","9,160.60",0.62%
09-Jul-20,"9,236.60","9,437.90","9,437.90","9,222.80",-2.13%
08-Jul-20,"9,437.90","9,247.40","9,439.40","9,247.40",2.06%
07-Jul-20,"9,247.40","9,339.90","9,339.90","9,238.70",-0.99%
06-Jul-20,"9,339.90","9,084.40","9,339.90","9,070.00",2.81%
05-Jul-20,"9,084.40","9,127.20","9,143.10","9,003.00",-0.47%
04-Jul-20,"9,127.20","9,061.20","9,179.00","9,048.90",0.73%
03-Jul-20,"9,061.20","9,089.50","9,123.60","9,043.30",-0.31%
02-Jul-20,"9,089.50","9,221.80","9,257.50","8,960.00",-1.43%
01-Jul-20,"9,221.80","9,136.80","9,285.00","9,092.90",0.93%
30-Jun-20,"9,136.80","9,183.20","9,196.40","9,090.00",-0.50%
29-Jun-20,"9,183.20","9,126.70","9,235.30","9,017.90",0.62%
28-Jun-20,"9,126.70","9,011.30","9,184.00","8,950.00",1.28%
27-Jun-20,"9,011.30","9,156.30","9,195.00","8,900.00",-1.58%
26-Jun-20,"9,156.30","9,252.50","9,295.60","9,057.20",-1.04%
25-Jun-20,"9,252.50","9,299.00","9,330.00","9,050.00",-0.50%
24-Jun-20,"9,299.00","9,616.90","9,675.10","9,233.10",-3.31%
23-Jun-20,"9,616.90","9,687.40","9,718.70","9,566.00",-0.73%
22-Jun-20,"9,687.40","9,296.00","9,732.00","9,287.80",4.21%
21-Jun-20,"9,296.00","9,358.00","9,400.50","9,288.00",-0.66%
20-Jun-20,"9,358.00","9,310.00","9,381.40","9,220.00",0.52%
19-Jun-20,"9,310.00","9,397.80","9,453.20","9,260.00",-0.93%
18-Jun-20,"9,397.80","9,452.30","9,505.20","9,300.00",-0.58%
17-Jun-20,"9,452.30","9,513.70","9,547.40","9,230.00",-0.64%
16-Jun-20,"9,513.70","9,422.00","9,570.00","9,379.20",0.97%
15-Jun-20,"9,422.00","9,344.60","9,486.10","8,933.50",0.83%
14-Jun-20,"9,344.60","9,466.20","9,466.20","9,275.90",-1.28%
13-Jun-20,"9,466.20","9,460.60","9,490.00","9,373.40",0.06%
12-Jun-20,"9,460.60","9,277.30","9,541.00","9,251.80",1.98%
11-Jun-20,"9,277.30","9,882.30","9,950.00","9,150.00",-6.12%
10-Jun-20,"9,882.30","9,763.90","9,964.80","9,696.10",1.21%
09-Jun-20,"9,763.90","9,787.30","9,858.90","9,600.40",-0.24%
08-Jun-20,"9,787.30","9,734.90","9,797.00","9,642.60",0.54%
07-Jun-20,"9,734.90","9,669.70","9,786.00","9,404.00",0.67%
06-Jun-20,"9,669.70","9,638.90","9,728.00","9,552.50",0.32%
05-Jun-20,"9,638.90","9,794.20","9,840.40","9,621.30",-1.59%
04-Jun-20,"9,794.20","9,654.10","9,862.70","9,469.30",1.45%
03-Jun-20,"9,654.10","9,521.30","9,664.30","9,401.10",1.41%
02-Jun-20,"9,520.30","10,138.70","10,191.30","9,300.00",-6.10%
01-Jun-20,"10,138.70","9,457.40","10,155.40","9,435.20",7.20%
31-May-20,"9,457.40","9,691.90","9,692.00","9,405.00",-2.42%
30-May-20,"9,691.90","9,424.90","9,722.20","9,348.00",2.83%
29-May-20,"9,424.90","9,566.00","9,594.00","9,300.70",-1.47%
28-May-20,"9,566.00","9,193.60","9,611.00","9,122.20",4.05%
27-May-20,"9,193.60","8,843.60","9,214.90","8,822.00",3.96%
26-May-20,"8,843.60","8,906.10","8,999.00","8,716.30",-0.70%
25-May-20,"8,906.10","8,732.80","8,966.30","8,665.40",1.98%
24-May-20,"8,733.40","9,179.80","9,292.00","8,717.80",-4.86%
23-May-20,"9,179.80","9,158.90","9,300.00","9,100.00",0.23%
22-May-20,"9,158.90","9,055.10","9,247.90","8,952.00",1.15%
21-May-20,"9,055.10","9,514.50","9,561.00","8,823.10",-4.83%
20-May-20,"9,514.50","9,777.10","9,821.80","9,350.20",-2.69%
19-May-20,"9,777.10","9,732.80","9,880.40","9,500.00",0.46%
18-May-20,"9,732.80","9,669.90","9,933.10","9,493.00",0.65%
17-May-20,"9,669.90","9,386.70","9,869.00","9,341.90",3.02%
16-May-20,"9,386.70","9,303.00","9,582.60","9,213.90",0.90%
15-May-20,"9,303.00","9,784.10","9,829.80","9,166.70",-4.92%
14-May-20,"9,784.10","9,303.40","9,917.90","9,242.10",5.17%
13-May-20,"9,303.40","8,804.00","9,400.60","8,798.40",5.67%
12-May-20,"8,804.00","8,572.10","8,962.70","8,549.90",2.70%
11-May-20,"8,572.60","8,743.20","9,150.00","8,217.00",-1.95%
10-May-20,"8,743.20","9,549.20","9,569.30","8,100.00",-8.44%
09-May-20,"9,549.20","9,812.00","9,899.00","9,532.20",-2.71%
08-May-20,"9,815.40","9,971.30","10,020.00","9,729.20",-1.56%
07-May-20,"9,971.30","9,145.60","10,064.30","9,047.50",9.03%
06-May-20,"9,145.60","9,024.00","9,380.00","8,918.00",1.35%
05-May-20,"9,024.00","8,867.80","9,100.00","8,749.60",1.76%
04-May-20,"8,867.80","8,896.40","8,946.80","8,522.40",-0.32%
03-May-20,"8,896.40","8,971.20","9,175.00","8,723.30",-0.83%
02-May-20,"8,971.20","8,809.90","8,997.00","8,765.00",1.83%
01-May-20,"8,809.90","8,624.80","9,046.20","8,624.80",2.04%
30-Apr-20,"8,633.60","8,746.90","9,455.40","8,415.30",-1.29%
29-Apr-20,"8,746.90","7,745.30","8,932.80","7,720.60",12.93%
28-Apr-20,"7,745.30","7,772.50","7,772.90","7,669.20",-0.35%
27-Apr-20,"7,772.50","7,685.00","7,773.80","7,619.60",1.14%
26-Apr-20,"7,685.00","7,533.30","7,691.00","7,500.00",2.01%
25-Apr-20,"7,533.30","7,493.40","7,697.00","7,449.00",0.53%
24-Apr-20,"7,493.40","7,471.30","7,596.00","7,362.00",0.30%
23-Apr-20,"7,471.30","7,113.70","7,596.00","7,026.40",5.03%
22-Apr-20,"7,113.70","6,836.30","7,143.70","6,820.70",4.06%
21-Apr-20,"6,836.30","6,818.60","6,928.80","6,772.80",0.26%
20-Apr-20,"6,818.60","7,110.10","7,204.70","6,770.70",-4.10%
19-Apr-20,"7,110.10","7,236.10","7,268.30","7,054.80",-1.74%
18-Apr-20,"7,236.10","7,033.90","7,275.10","7,030.00",2.87%
17-Apr-20,"7,033.90","7,091.50","7,150.00","7,011.10",-0.81%
16-Apr-20,"7,091.50","6,629.40","7,174.70","6,500.00",6.97%
15-Apr-20,"6,629.40","6,854.40","6,931.50","6,614.90",-3.28%
14-Apr-20,"6,854.40","6,855.30","6,967.70","6,775.60",-0.01%
13-Apr-20,"6,855.30","6,900.00","6,900.00","6,604.10",-0.98%
12-Apr-20,"6,922.80","6,850.00","7,161.00","6,792.60",1.06%
11-Apr-20,"6,850.00","6,823.80","6,933.00","6,750.00",0.38%
10-Apr-20,"6,823.80","7,282.30","7,289.00","6,757.50",-6.30%
09-Apr-20,"7,282.30","7,349.40","7,369.80","7,133.70",-0.91%
08-Apr-20,"7,349.40","7,210.80","7,406.40","7,152.30",1.92%
07-Apr-20,"7,210.80","7,331.60","7,450.00","7,121.70",-1.65%
06-Apr-20,"7,331.60","6,781.20","7,340.30","6,774.40",8.12%
05-Apr-20,"6,781.20","6,856.10","6,879.10","6,686.30",-1.09%
04-Apr-20,"6,856.10","6,751.80","6,972.60","6,661.60",1.54%
03-Apr-20,"6,751.80","6,793.30","7,038.50","6,624.90",-0.76%
02-Apr-20,"6,803.70","6,655.50","6,877.60","6,560.00",2.23%
01-Apr-20,"6,655.50","6,428.40","6,663.60","6,159.20",3.53%
31-Mar-20,"6,428.40","6,398.60","6,507.60","6,338.70",0.47%
30-Mar-20,"6,398.60","5,899.90","6,585.50","5,873.30",8.45%
29-Mar-20,"5,899.90","6,238.80","6,274.70","5,883.60",-5.43%
28-Mar-20,"6,238.80","6,380.00","6,380.00","6,055.50",-2.21%
27-Mar-20,"6,380.00","6,727.00","6,850.00","6,302.50",-5.16%
26-Mar-20,"6,727.00","6,691.70","6,770.00","6,528.10",0.53%
25-Mar-20,"6,691.70","6,768.40","6,943.40","6,450.00",-1.13%
24-Mar-20,"6,768.40","6,472.90","6,826.80","6,390.50",4.57%
23-Mar-20,"6,472.90","5,886.70","6,584.40","5,712.50",9.96%
22-Mar-20,"5,886.70","6,177.30","6,394.30","5,800.00",-4.70%
21-Mar-20,"6,177.30","6,223.90","10,155.40","5,890.30",-0.75%
20-Mar-20,"6,223.90","6,159.90","6,971.80","5,706.80",1.04%
19-Mar-20,"6,159.90","5,388.20","6,391.10","5,267.60",14.32%
18-Mar-20,"5,388.20","5,352.50","5,442.30","5,016.10",0.67%
17-Mar-20,"5,352.50","5,025.50","5,571.30","4,944.60",6.51%
16-Mar-20,"5,025.50","5,388.20","5,418.50","4,456.20",-6.73%
15-Mar-20,"5,388.20","5,164.80","5,921.50","5,103.80",2.64%
14-Mar-20,"5,249.60","5,593.70","5,625.70","5,060.30",-6.15%
13-Mar-20,"5,593.70","4,931.70","5,938.80","3,772.40",13.42%
12-Mar-20,"4,931.70","7,940.90","7,960.80","4,454.50",-37.89%
11-Mar-20,"7,940.90","7,887.20","7,966.00","7,584.60",0.68%
10-Mar-20,"7,887.20","7,899.40","8,157.00","7,687.30",-0.15%
09-Mar-20,"7,899.40","8,020.50","8,268.90","7,600.00",-1.51%
08-Mar-20,"8,020.50","8,890.30","8,890.30","8,002.90",-9.78%
07-Mar-20,"8,890.30","9,120.00","9,207.30","8,829.90",-2.52%
06-Mar-20,"9,120.00","9,048.50","9,160.00","8,940.00",0.79%
05-Mar-20,"9,048.50","8,758.80","9,152.20","8,747.80",3.31%
04-Mar-20,"8,758.80","8,715.60","8,837.70","8,600.00",0.54%
03-Mar-20,"8,711.60","8,894.10","8,935.40","8,660.00",-2.05%
02-Mar-20,"8,894.10","8,553.10","8,990.80","8,495.80",3.99%
01-Mar-20,"8,553.10","8,545.00","8,728.60","8,417.00",0.10%
29-Feb-20,"8,545.00","8,686.40","8,794.40","8,545.00",-1.63%
28-Feb-20,"8,686.40","8,804.10","8,889.70","8,419.20",-1.34%
27-Feb-20,"8,804.10","8,788.20","9,014.30","8,531.50",0.18%
26-Feb-20,"8,788.20","9,328.20","9,378.50","8,623.10",-5.79%
25-Feb-20,"9,328.20","9,658.40","9,665.60","9,250.50",-3.42%
24-Feb-20,"9,658.40","9,945.90","9,977.20","9,484.00",-2.89%
23-Feb-20,"9,945.90","9,657.20","9,994.00","9,639.00",2.99%
22-Feb-20,"9,657.20","9,670.20","9,707.00","9,552.60",-0.14%
21-Feb-20,"9,670.50","9,603.20","9,762.50","9,562.20",0.70%
20-Feb-20,"9,603.20","9,595.30","9,679.20","9,415.60",0.08%
19-Feb-20,"9,595.30","10,157.20","10,245.80","9,352.40",-5.53%
18-Feb-20,"10,157.20","9,694.80","10,232.70","9,595.30",4.77%
17-Feb-20,"9,694.80","9,930.50","9,948.30","9,450.00",-2.37%
16-Feb-20,"9,930.50","9,914.50","10,046.70","9,651.00",0.16%
15-Feb-20,"9,914.50","10,349.00","10,357.50","9,815.00",-4.20%
14-Feb-20,"10,349.50","10,218.90","10,395.00","10,082.00",1.28%
13-Feb-20,"10,218.90","10,320.20","10,483.80","10,098.00",-0.98%
12-Feb-20,"10,320.20","10,217.50","10,400.00","10,043.60",1.01%
11-Feb-20,"10,217.50","9,845.00","10,300.00","9,720.00",3.78%
10-Feb-20,"9,845.00","10,144.70","10,186.00","9,701.40",-2.95%
09-Feb-20,"10,144.70","9,896.60","10,150.00","9,807.70",2.51%
08-Feb-20,"9,896.60","9,811.60","9,936.30","9,651.40",0.87%
07-Feb-20,"9,811.60","9,759.50","9,900.00","9,616.30",0.53%
06-Feb-20,"9,759.50","9,598.70","9,843.10","9,500.50",1.68%
05-Feb-20,"9,598.70","9,203.80","9,740.30","9,172.00",4.29%
04-Feb-20,"9,203.80","9,288.60","9,343.00","9,067.00",-0.91%
03-Feb-20,"9,288.60","9,343.90","9,591.20","9,245.60",-0.59%
02-Feb-20,"9,343.90","9,399.40","9,475.40","9,191.60",-0.59%
01-Feb-20,"9,399.40","9,327.80","9,450.70","9,301.80",0.77%
31-Jan-20,"9,327.80","9,515.80","9,534.90","9,221.10",-1.98%
30-Jan-20,"9,515.80","9,283.70","9,582.20","9,200.00",2.50%
29-Jan-20,"9,283.70","9,387.10","9,425.40","9,201.40",-1.10%
28-Jan-20,"9,387.10","8,897.40","9,392.70","8,897.40",5.50%
27-Jan-20,"8,897.40","8,605.00","9,004.00","8,383.90",3.40%
26-Jan-20,"8,605.00","8,360.80","8,611.30","8,306.70",2.92%
25-Jan-20,"8,360.80","8,446.50","8,449.10","8,269.10",-1.02%
24-Jan-20,"8,446.50","8,389.40","8,525.30","8,235.80",0.68%
23-Jan-20,"8,389.40","8,690.00","8,695.00","8,300.50",-3.46%
22-Jan-20,"8,690.00","8,722.20","8,816.90","8,608.60",-0.37%
21-Jan-20,"8,722.20","8,640.10","8,780.00","8,510.70",0.95%
20-Jan-20,"8,640.10","8,701.20","8,734.00","8,525.60",-0.70%
19-Jan-20,"8,701.20","8,902.60","9,190.00","8,504.70",-2.26%
18-Jan-20,"8,902.60","8,912.20","8,970.00","8,793.00",-0.11%
17-Jan-20,"8,912.20","8,705.60","9,001.60","8,670.00",2.11%
16-Jan-20,"8,727.90","8,824.90","8,859.00","8,598.50",-1.10%
15-Jan-20,"8,824.90","8,836.90","8,908.70","8,596.90",-0.14%
14-Jan-20,"8,836.90","8,116.10","8,859.50","8,112.50",8.88%
13-Jan-20,"8,116.10","8,176.80","8,184.90","7,991.80",-0.74%
12-Jan-20,"8,176.80","8,036.50","8,176.80","7,953.80",1.75%
11-Jan-20,"8,036.50","8,179.20","8,275.90","8,006.10",-1.74%
10-Jan-20,"8,179.20","7,832.40","8,179.20","7,692.80",4.43%
09-Jan-20,"7,832.40","8,041.40","8,043.10","7,762.90",-2.60%
08-Jan-20,"8,041.40","8,185.70","8,475.00","7,878.20",-1.76%
07-Jan-20,"8,185.70","7,764.60","8,186.90","7,740.80",5.42%
06-Jan-20,"7,764.60","7,359.40","7,784.30","7,353.20",5.51%
05-Jan-20,"7,359.40","7,359.90","7,488.00","7,326.20",-0.01%
04-Jan-20,"7,359.90","7,338.10","7,398.10","7,260.10",0.30%
03-Jan-20,"7,338.10","6,957.00","7,400.20","6,884.50",5.48%
02-Jan-20,"6,957.00","7,204.50","7,221.40","6,939.50",-3.44%
01-Jan-20,"7,204.50","7,185.70","7,257.80","7,166.30",0.26%
31-Dec-19,"7,185.70","7,249.20","7,335.00","7,159.20",-0.78%
30-Dec-19,"7,242.20","7,415.20","7,415.20","7,219.00",-2.33%
29-Dec-19,"7,415.20","7,307.20","7,514.50","7,271.80",1.48%
28-Dec-19,"7,307.20","7,244.40","7,365.10","7,231.40",0.87%
27-Dec-19,"7,244.40","7,214.20","7,258.80","7,100.30",0.42%
26-Dec-19,"7,214.20","7,208.30","7,427.10","7,098.50",0.23%
25-Dec-19,"7,197.40","7,248.90","7,279.50","7,121.80",-0.71%
24-Dec-19,"7,248.90","7,323.70","7,418.00","7,150.10",-1.02%
23-Dec-19,"7,323.70","7,508.00","7,692.80","7,271.80",-2.46%
22-Dec-19,"7,508.00","7,124.50","7,523.10","7,100.00",5.38%
21-Dec-19,"7,124.50","7,197.60","7,197.60","7,107.70",-1.01%
20-Dec-19,"7,197.60","7,153.70","7,222.70","7,074.00",0.61%
19-Dec-19,"7,153.70","7,285.90","7,350.50","7,040.70",-1.81%
18-Dec-19,"7,285.90","6,620.60","7,410.10","6,440.00",10.00%
17-Dec-19,"6,623.60","6,906.90","6,959.90","6,577.80",-4.10%
16-Dec-19,"6,906.90","7,104.60","7,142.80","6,853.80",-2.78%
15-Dec-19,"7,104.60","7,062.60","7,179.80","7,022.50",0.59%
14-Dec-19,"7,062.60","7,265.90","7,281.80","7,030.10",-2.80%
13-Dec-19,"7,265.90","7,185.80","7,296.30","7,177.10",1.11%
12-Dec-19,"7,185.80","7,199.00","7,279.40","7,090.00",-0.15%
11-Dec-19,"7,196.40","7,234.10","7,271.60","7,143.80",-0.52%
10-Dec-19,"7,234.10","7,353.60","7,391.80","7,174.10",-1.63%
09-Dec-19,"7,353.60","7,500.20","7,640.00","7,260.10",-1.95%
08-Dec-19,"7,500.20","7,479.10","7,547.60","7,378.50",0.28%
07-Dec-19,"7,479.10","7,526.70","7,595.60","7,448.90",-0.63%
06-Dec-19,"7,526.70","7,387.10","7,591.50","7,320.20",1.89%
05-Dec-19,"7,387.10","7,182.50","7,469.60","7,153.60",2.85%
04-Dec-19,"7,182.50","7,298.60","7,724.60","7,086.30",-1.59%
03-Dec-19,"7,298.60","7,285.30","7,432.60","7,238.60",0.18%
02-Dec-19,"7,285.30","7,378.70","7,421.90","7,167.20",-1.27%
01-Dec-19,"7,378.70","7,541.20","7,543.30","7,231.90",-2.15%
30-Nov-19,"7,541.20","7,728.30","7,784.30","7,454.20",-2.42%
29-Nov-19,"7,728.30","7,425.50","7,828.30","7,379.70",4.08%
28-Nov-19,"7,425.50","7,502.30","7,632.30","7,374.60",-1.02%
27-Nov-19,"7,502.30","7,156.80","7,634.70","6,858.10",4.80%
26-Nov-19,"7,158.50","7,110.30","7,340.30","7,033.00",0.68%
25-Nov-19,"7,110.30","6,908.90","7,355.00","6,515.90",2.92%
24-Nov-19,"6,908.90","7,311.30","7,327.50","6,879.70",-5.50%
23-Nov-19,"7,311.30","7,273.70","7,338.10","7,088.30",0.52%
22-Nov-19,"7,273.70","7,613.80","7,725.00","6,786.40",-4.47%
21-Nov-19,"7,613.80","8,087.60","8,130.90","7,516.00",-5.86%
20-Nov-19,"8,087.60","8,120.30","8,219.70","8,050.00",-0.40%
19-Nov-19,"8,120.30","8,185.60","8,209.90","8,021.60",-0.80%
18-Nov-19,"8,185.60","8,489.60","8,504.60","8,081.30",-3.58%
17-Nov-19,"8,489.60","8,500.00","8,622.00","8,381.70",-0.12%
16-Nov-19,"8,500.00","8,482.10","8,526.00","8,417.80",0.21%
15-Nov-19,"8,482.10","8,655.00","8,771.40","8,400.00",-2.00%
14-Nov-19,"8,655.00","8,780.50","8,797.80","8,594.60",-1.43%
13-Nov-19,"8,780.50","8,804.50","8,834.30","8,700.50",-0.27%
12-Nov-19,"8,804.50","8,733.70","8,870.00","8,597.20",0.81%
11-Nov-19,"8,733.70","9,049.60","9,071.20","8,628.00",-3.49%
10-Nov-19,"9,049.60","8,795.80","9,111.70","8,765.30",2.88%
09-Nov-19,"8,795.80","8,774.50","8,924.60","8,738.50",0.24%
08-Nov-19,"8,774.50","9,206.80","9,254.90","8,696.70",-4.69%
07-Nov-19,"9,206.80","9,323.40","9,360.40","9,113.70",-1.25%
06-Nov-19,"9,323.40","9,298.40","9,419.00","9,255.00",0.27%
05-Nov-19,"9,298.40","9,401.50","9,457.00","9,180.10",-1.13%
04-Nov-19,"9,404.60","9,193.20","9,500.00","9,124.40",2.30%
03-Nov-19,"9,193.20","9,295.80","9,347.70","9,091.30",-1.11%
02-Nov-19,"9,296.40","9,232.00","9,352.70","9,187.90",0.70%
01-Nov-19,"9,232.00","9,140.50","9,272.90","9,041.50",1.00%
31-Oct-19,"9,140.50","9,164.50","9,382.20","8,949.40",-0.26%
30-Oct-19,"9,164.50","9,408.10","9,423.50","9,019.00",-2.59%
29-Oct-19,"9,408.10","9,217.90","9,525.80","9,096.40",2.06%
28-Oct-19,"9,217.90","9,526.30","9,918.10","9,198.70",-3.19%
27-Oct-19,"9,522.10","9,212.30","9,763.10","9,078.50",3.36%
26-Oct-19,"9,212.30","8,657.70","10,330.40","8,557.30",6.41%
25-Oct-19,"8,657.70","7,429.50","8,759.40","7,386.40",16.53%
24-Oct-19,"7,429.50","7,465.60","7,501.10","7,346.70",-0.48%
23-Oct-19,"7,465.60","8,012.70","8,200.00","7,300.00",-6.83%
22-Oct-19,"8,012.70","8,201.30","8,286.00","8,003.10",-2.30%
21-Oct-19,"8,201.30","8,201.30","8,307.00","8,156.00",0.00%
20-Oct-19,"8,201.30","7,944.70","8,283.00","7,881.40",3.23%
19-Oct-19,"7,944.70","7,945.20","8,070.60","7,874.30",-0.01%
18-Oct-19,"7,945.20","8,060.60","8,104.50","7,830.70",-1.62%
17-Oct-19,"8,076.30","8,003.60","8,116.20","7,934.30",0.91%
16-Oct-19,"8,003.60","8,170.70","8,177.00","7,466.10",-2.05%
15-Oct-19,"8,170.70","8,339.30","8,392.80","8,113.50",-2.02%
14-Oct-19,"8,339.30","8,283.30","8,387.90","8,228.70",0.68%
13-Oct-19,"8,283.30","8,311.40","8,456.60","8,180.30",-0.34%
12-Oct-19,"8,311.40","8,257.50","8,406.40","8,252.30",0.65%
11-Oct-19,"8,257.50","8,549.90","8,787.10","8,245.40",-3.42%
10-Oct-19,"8,549.90","8,565.10","8,651.40","8,415.70",-0.18%
09-Oct-19,"8,565.10","8,172.20","8,658.20","8,112.10",4.81%
08-Oct-19,"8,172.20","8,184.30","8,320.40","8,109.20",-0.15%
07-Oct-19,"8,184.30","7,846.90","8,291.60","7,782.80",4.05%
06-Oct-19,"7,866.00","8,137.60","8,141.60","7,806.10",-3.34%
05-Oct-19,"8,137.60","8,149.10","8,180.90","8,015.20",-0.14%
04-Oct-19,"8,149.10","8,216.20","8,234.30","8,024.40",-0.81%
03-Oct-19,"8,215.30","8,353.50","8,390.10","8,072.90",-1.65%
02-Oct-19,"8,353.50","8,296.60","8,361.10","7,906.70",0.68%
01-Oct-19,"8,296.60","8,273.90","8,494.10","8,179.40",0.27%
30-Sep-19,"8,273.90","8,053.10","8,310.00","7,731.30",2.77%
29-Sep-19,"8,050.70","8,213.80","8,217.60","7,908.80",-1.99%
28-Sep-19,"8,213.80","8,187.40","8,324.90","8,024.10",0.32%
27-Sep-19,"8,187.40","8,056.60","8,237.60","7,871.10",1.62%
26-Sep-19,"8,056.60","8,435.00","8,462.10","7,756.30",-4.49%
25-Sep-19,"8,435.00","8,518.60","8,714.20","8,232.90",-0.98%
24-Sep-19,"8,518.60","9,682.70","9,823.40","7,855.90",-12.02%
23-Sep-19,"9,682.70","10,014.10","10,050.80","9,646.50",-3.31%
22-Sep-19,"10,014.10","9,999.70","10,069.50","9,857.10",0.14%
21-Sep-19,"9,999.70","10,160.80","10,181.50","9,931.30",-1.59%
20-Sep-19,"10,160.80","10,245.40","10,270.80","10,083.90",-0.83%
19-Sep-19,"10,245.40","10,167.70","10,303.80","9,683.00",0.76%
18-Sep-19,"10,167.70","10,197.60","10,238.60","10,095.90",-0.29%
17-Sep-19,"10,197.60","10,239.80","10,283.00","10,133.10",-0.41%
16-Sep-19,"10,239.80","10,285.20","10,354.80","10,096.50",-0.44%
15-Sep-19,"10,285.20","10,333.20","10,373.00","10,260.00",-0.46%
14-Sep-19,"10,333.20","10,329.30","10,418.50","9,994.20",0.04%
13-Sep-19,"10,329.30","10,392.20","10,416.90","10,144.40",-0.61%
12-Sep-19,"10,392.20","10,150.40","10,437.90","10,037.40",2.38%
11-Sep-19,"10,150.40","10,083.80","10,303.00","9,888.00",0.66%
10-Sep-19,"10,083.80","10,302.10","10,384.90","9,960.50",-2.12%
09-Sep-19,"10,302.10","10,389.60","10,490.40","10,100.00",-0.84%
08-Sep-19,"10,389.60","10,466.10","10,563.50","10,229.90",-0.73%
07-Sep-19,"10,466.10","10,321.70","10,566.60","10,292.70",1.40%
06-Sep-19,"10,321.70","10,563.10","10,880.00","10,184.00",-2.29%
05-Sep-19,"10,563.10","10,549.40","10,638.00","10,472.00",0.15%
04-Sep-19,"10,547.20","10,612.50","10,782.60","10,380.00",-0.61%
03-Sep-19,"10,612.50","10,345.80","10,740.00","10,244.80",2.69%
02-Sep-19,"10,334.40","9,731.40","10,425.00","9,704.30",6.20%
01-Sep-19,"9,731.40","9,597.50","9,796.00","9,524.60",1.39%
31-Aug-19,"9,597.50","9,572.10","9,665.60","9,450.00",0.27%
30-Aug-19,"9,572.10","9,489.50","9,669.90","9,370.00",0.87%
29-Aug-19,"9,489.50","9,717.90","9,740.00","9,341.70",-2.35%
28-Aug-19,"9,717.90","10,198.90","10,268.30","9,500.00",-4.72%
27-Aug-19,"10,198.90","10,378.80","10,390.60","10,077.00",-1.73%
26-Aug-19,"10,378.80","10,132.30","10,574.00","10,129.70",2.43%
25-Aug-19,"10,132.30","10,132.00","10,310.00","9,924.60",0.00%
24-Aug-19,"10,131.90","10,374.40","10,406.00","9,900.00",-2.52%
23-Aug-19,"10,394.40","10,129.00","11,097.00","10,031.60",2.62%
22-Aug-19,"10,129.00","10,152.70","10,250.00","9,786.70",-0.23%
21-Aug-19,"10,152.70","10,740.20","10,792.50","9,894.60",-5.47%
20-Aug-19,"10,740.20","10,917.40","10,936.50","10,562.10",-1.62%
19-Aug-19,"10,917.40","10,326.00","10,917.40","10,265.10",5.73%
18-Aug-19,"10,326.00","10,220.00","10,492.00","10,081.00",1.04%
17-Aug-19,"10,220.00","10,351.00","10,452.00","10,020.00",-1.27%
16-Aug-19,"10,351.00","10,290.60","10,519.70","9,782.30",0.59%
15-Aug-19,"10,290.60","10,032.60","10,446.60","9,619.60",2.57%
14-Aug-19,"10,032.60","10,896.60","10,896.60","9,969.60",-7.93%
13-Aug-19,"10,896.60","11,388.00","11,444.00","10,818.20",-4.35%
12-Aug-19,"11,392.60","11,525.00","11,537.60","11,267.00",-1.15%
11-Aug-19,"11,525.00","11,326.90","11,578.90","11,141.00",1.75%
10-Aug-19,"11,326.90","11,889.20","11,956.90","11,277.10",-4.63%
09-Aug-19,"11,876.80","11,999.10","12,004.90","11,473.00",-0.83%
08-Aug-19,"11,976.30","11,860.80","12,000.00","11,416.00",0.87%
07-Aug-19,"11,873.10","11,445.00","12,046.60","10,750.00",3.74%
06-Aug-19,"11,445.00","11,793.20","12,217.40","11,240.00",-2.92%
05-Aug-19,"11,789.50","10,893.10","11,801.10","10,885.00",8.23%
04-Aug-19,"10,893.10","10,798.00","11,000.00","10,553.90",0.88%
03-Aug-19,"10,798.00","10,499.30","10,894.00","10,432.00",2.96%
02-Aug-19,"10,487.50","10,387.60","10,644.30","10,307.40",0.96%
01-Aug-19,"10,387.60","10,081.40","10,471.00","9,883.00",3.04%
31-Jul-19,"10,081.40","9,573.10","10,087.00","9,553.60",5.31%
30-Jul-19,"9,573.10","9,498.80","9,716.40","9,388.30",0.78%
29-Jul-19,"9,498.80","9,535.10","9,703.90","9,426.10",-0.38%
28-Jul-19,"9,535.10","9,481.10","9,597.20","9,188.50",0.57%
27-Jul-19,"9,481.10","9,840.50","10,189.40","9,367.20",-3.65%
26-Jul-19,"9,840.50","9,895.10","9,895.10","9,650.90",-0.55%
25-Jul-19,"9,895.10","9,773.50","10,156.70","9,737.70",1.24%
24-Jul-19,"9,773.50","9,870.20","9,936.20","9,566.30",-0.98%
23-Jul-19,"9,870.20","10,295.00","10,330.90","9,849.60",-4.13%
22-Jul-19,"10,295.00","10,625.90","10,685.50","10,118.50",-3.11%
