Date,Price,Open,High,Low,Change %
19-Jul-21,"30,825.20","31,760.80","31,873.10","30,407.30",-2.95%
18-Jul-21,"31,760.80","31,523.00","32,381.80","31,133.40",0.75%
17-Jul-21,"31,523.00","31,402.80","31,921.70","31,194.00",0.38%
16-Jul-21,"31,402.80","31,835.30","32,198.00","31,008.10",-1.36%
15-Jul-21,"31,835.30","32,827.60","33,155.20","31,152.40",-3.02%
14-Jul-21,"32,827.60","32,739.40","33,089.00","31,600.00",0.27%
13-Jul-21,"32,739.40","33,105.50","33,320.80","32,224.40",-1.24%
12-Jul-21,"33,150.00","34,222.40","34,638.50","32,671.70",-3.13%
11-Jul-21,"34,222.40","33,521.70","34,569.30","33,325.00",2.09%
10-Jul-21,"33,521.70","33,807.90","34,225.90","33,050.00",-0.85%
09-Jul-21,"33,807.90","32,997.60","34,083.60","32,623.00",3.57%
08-Jul-21,"32,643.40","33,796.30","33,929.50","32,118.60",-3.41%
07-Jul-21,"33,796.30","34,239.40","35,045.60","33,796.30",-1.02%
06-Jul-21,"34,144.70","33,720.40","34,800.00","33,720.40",1.25%
05-Jul-21,"33,722.70","35,313.00","35,313.00","33,609.10",-4.50%
04-Jul-21,"35,313.00","35,523.60","35,787.50","35,313.00",1.67%
03-Jul-21,"34,732.80","33,806.90","34,732.80","33,556.80",2.74%
02-Jul-21,"33,806.90","33,512.90","33,806.90","32,851.40",0.88%
01-Jul-21,"33,512.90","35,028.10","35,028.10","33,180.80",-4.33%
30-Jun-21,"35,028.10","35,928.90","35,928.90","34,294.80",-2.51%
29-Jun-21,"35,928.90","34,502.80","36,417.00","34,498.80",4.25%
28-Jun-21,"34,463.90","34,653.20","34,712.50","34,115.20",-0.55%
27-Jun-21,"34,653.20","32,225.70","34,653.20","32,225.70",7.53%
26-Jun-21,"32,225.70","31,565.30","32,225.70","30,992.40",2.09%
25-Jun-21,"31,565.30","34,667.20","34,667.20","31,565.30",-8.95%
24-Jun-21,"34,667.20","33,666.60","34,772.50","32,512.60",2.97%
23-Jun-21,"33,666.60","32,454.30","34,464.20","32,454.30",3.74%
22-Jun-21,"32,454.30","31,623.90","32,814.40","29,850.00",2.63%
21-Jun-21,"31,623.90","35,615.10","35,615.10","31,623.90",-11.21%
20-Jun-21,"35,615.10","35,523.70","35,730.60","33,368.70",0.26%
19-Jun-21,"35,523.70","35,792.50","36,220.50","35,424.50",-0.75%
18-Jun-21,"35,792.50","38,049.40","38,049.40","35,175.00",-5.93%
17-Jun-21,"38,049.40","38,327.30","39,358.80","37,683.70",-0.73%
16-Jun-21,"38,327.30","40,149.00","40,178.40","38,327.30",-4.54%
15-Jun-21,"40,149.00","40,501.50","40,501.50","39,797.20",-0.87%
14-Jun-21,"40,501.50","39,019.00","40,730.30","38,914.10",3.80%
13-Jun-21,"39,019.00","35,523.20","39,106.40","35,011.90",9.84%
12-Jun-21,"35,523.20","37,311.80","37,311.80","35,409.80",-4.79%
11-Jun-21,"37,311.80","36,609.70","37,311.80","36,176.50",1.92%
10-Jun-21,"36,609.70","37,353.10","38,198.00","36,221.50",-1.99%
09-Jun-21,"37,353.10","33,355.30","37,353.10","32,609.00",11.99%
08-Jun-21,"33,355.30","33,575.20","33,638.20","32,159.30",-0.66%
07-Jun-21,"33,575.50","35,802.80","36,637.90","33,575.50",-6.22%
06-Jun-21,"35,802.80","35,529.40","36,226.10","35,529.40",0.77%
05-Jun-21,"35,529.40","36,844.70","37,784.80","34,954.30",-3.57%
04-Jun-21,"36,844.70","39,225.90","39,225.90","36,623.80",-6.07%
03-Jun-21,"39,225.90","37,569.60","39,225.90","37,551.10",4.41%
02-Jun-21,"37,569.60","36,682.90","37,967.70","36,241.50",2.42%
01-Jun-21,"36,682.90","37,278.40","37,296.20","35,822.70",-1.60%
31-May-21,"37,278.40","35,644.30","37,278.40","34,221.70",4.58%
30-May-21,"35,644.30","34,575.90","36,213.60","34,474.10",3.09%
29-May-21,"34,575.90","35,673.80","36,908.90","34,038.70",-3.08%
28-May-21,"35,673.80","38,473.70","38,473.70","35,387.50",-7.28%
27-May-21,"38,473.70","39,173.10","39,986.60","37,250.00",-1.79%
26-May-21,"39,173.10","38,373.70","40,370.20","38,000.50",2.08%
25-May-21,"38,373.70","38,765.70","39,200.00","37,317.00",-1.01%
24-May-21,"38,765.70","34,671.90","38,765.70","34,671.90",11.81%
23-May-21,"34,671.90","37,498.80","37,979.60","32,552.90",-7.54%
22-May-21,"37,498.80","37,245.70","38,247.40","36,199.40",0.70%
21-May-21,"37,239.00","40,497.70","41,268.00","36,380.90",-8.05%
20-May-21,"40,497.70","36,699.00","41,612.70","35,537.30",10.48%
19-May-21,"36,655.30","42,865.80","42,865.80","36,655.30",-14.49%
18-May-21,"42,865.80","43,532.20","45,437.60","42,865.80",-1.53%
17-May-21,"43,532.20","46,409.80","46,409.80","42,953.10",-6.20%
16-May-21,"46,409.80","46,691.80","49,327.20","45,146.40",-0.60%
15-May-21,"46,691.80","49,844.50","49,844.50","46,691.80",-6.33%
14-May-21,"49,844.50","49,635.40","51,368.50","49,462.90",0.42%
13-May-21,"49,635.40","49,809.60","51,139.30","48,200.00",-0.35%
12-May-21,"49,809.60","56,691.90","57,814.70","49,809.60",-12.14%
11-May-21,"56,691.90","55,791.70","56,691.90","54,999.20",1.61%
10-May-21,"55,791.70","58,231.60","58,959.70","55,452.80",-4.19%
09-May-21,"58,231.60","58,834.30","59,043.60","57,341.10",-1.02%
08-May-21,"58,834.30","57,355.70","59,024.80","57,355.70",2.58%
07-May-21,"57,355.70","56,378.60","58,177.00","55,595.30",1.73%
06-May-21,"56,378.60","57,427.10","57,600.00","55,400.00",-1.83%
05-May-21,"57,427.10","53,036.30","57,427.10","53,036.30",7.70%
04-May-21,"53,319.40","57,148.00","57,148.00","53,319.40",-6.70%
03-May-21,"57,148.00","56,607.30","58,448.50","56,607.30",0.96%
02-May-21,"56,607.30","57,795.10","57,795.10","56,315.60",-2.06%
01-May-21,"57,795.10","57,724.10","58,153.20","57,262.90",0.12%
30-Apr-21,"57,724.10","53,541.40","57,724.10","53,478.80",7.81%
29-Apr-21,"53,541.40","54,752.20","54,862.60","52,924.00",-2.21%
28-Apr-21,"54,752.20","55,009.70","55,590.80","54,351.40",-0.47%
27-Apr-21,"55,009.70","53,993.90","55,171.50","53,433.50",1.88%
26-Apr-21,"53,993.90","48,980.70","54,192.20","48,980.70",10.24%
25-Apr-21,"48,980.70","50,094.40","50,248.10","48,615.20",-2.22%
24-Apr-21,"50,094.40","51,086.10","51,086.10","49,424.80",-1.94%
23-Apr-21,"51,086.10","51,713.80","51,713.80","47,900.30",-1.21%
22-Apr-21,"51,713.80","53,767.80","55,011.50","51,695.20",-3.82%
21-Apr-21,"53,767.80","56,372.20","56,372.20","53,767.80",-4.62%
20-Apr-21,"56,371.40","55,609.40","56,891.20","53,962.70",1.37%
19-Apr-21,"55,609.40","56,182.40","57,094.90","55,491.10",-1.02%
18-Apr-21,"56,182.40","60,005.60","60,005.60","54,557.50",-6.44%
17-Apr-21,"60,049.20","61,359.40","62,315.90","60,049.20",-2.14%
16-Apr-21,"61,359.40","63,197.70","63,356.80","60,328.20",-2.91%
15-Apr-21,"63,197.70","62,964.40","63,472.60","62,500.00",0.37%
14-Apr-21,"62,964.40","63,517.70","64,477.90","62,142.60",-0.87%
13-Apr-21,"63,517.70","59,871.90","63,517.70","59,871.90",6.09%
12-Apr-21,"59,871.90","59,953.80","60,723.00","59,842.30",-0.14%
11-Apr-21,"59,953.80","59,769.80","60,199.60","59,611.00",0.31%
10-Apr-21,"59,769.80","58,135.50","60,916.40","58,135.50",2.81%
09-Apr-21,"58,135.50","58,050.00","58,545.70","57,963.60",0.15%
08-Apr-21,"58,050.00","55,911.60","58,050.00","55,911.60",3.82%
07-Apr-21,"55,911.60","57,979.60","57,979.60","55,813.00",-3.57%
06-Apr-21,"57,979.60","59,100.00","59,149.70","57,778.30",-1.88%
05-Apr-21,"59,089.70","58,182.00","59,089.70","56,998.60",1.56%
04-Apr-21,"58,182.00","57,031.90","58,232.40","57,031.90",2.02%
03-Apr-21,"57,031.90","58,960.80","59,650.00","57,031.90",-3.27%
02-Apr-21,"58,960.80","58,750.00","59,683.10","58,731.90",0.36%
01-Apr-21,"58,750.00","58,772.40","59,224.50","58,644.80",-0.04%
31-Mar-21,"58,772.40","58,798.20","59,499.00","57,886.80",-0.04%
30-Mar-21,"58,798.20","57,655.40","59,120.60","57,260.80",1.98%
29-Mar-21,"57,655.40","55,768.20","58,131.10","55,173.10",3.38%
28-Mar-21,"55,768.20","55,813.70","56,257.90","55,000.00",-0.08%
27-Mar-21,"55,813.70","55,043.90","56,366.40","54,023.80",1.48%
26-Mar-21,"54,997.10","51,344.30","54,997.10","51,344.30",7.11%
25-Mar-21,"51,344.30","52,317.70","52,950.90","50,665.90",-1.88%
24-Mar-21,"52,328.10","54,362.30","56,845.30","52,328.10",-3.74%
23-Mar-21,"54,362.30","54,119.70","55,697.90","53,623.30",0.44%
22-Mar-21,"54,125.50","57,394.80","58,070.00","54,125.50",-5.70%
21-Mar-21,"57,399.90","58,104.40","58,460.10","55,919.90",-1.21%
20-Mar-21,"58,104.40","58,087.30","59,264.90","58,087.30",0.03%
19-Mar-21,"58,087.30","57,655.40","59,123.10","56,982.30",0.75%
18-Mar-21,"57,655.40","58,800.00","59,043.50","57,655.40",-1.95%
17-Mar-21,"58,800.00","56,877.00","58,800.00","54,917.10",3.38%
16-Mar-21,"56,877.00","55,664.70","56,877.00","54,350.00",2.18%
15-Mar-21,"55,664.70","59,023.90","60,103.30","55,664.70",-5.71%
14-Mar-21,"59,034.70","61,176.00","61,204.30","59,034.70",-3.50%
13-Mar-21,"61,176.00","57,338.50","61,176.00","56,526.20",6.69%
12-Mar-21,"57,338.50","57,679.30","57,679.30","55,913.70",-0.59%
11-Mar-21,"57,679.30","55,840.70","57,718.00","54,546.60",3.29%
10-Mar-21,"55,840.70","54,872.40","56,878.00","53,438.80",1.76%
09-Mar-21,"54,872.40","52,302.70","54,872.40","52,198.50",4.97%
08-Mar-21,"52,273.20","50,976.50","52,273.20","49,555.10",2.54%
07-Mar-21,"50,976.50","48,924.60","51,150.00","48,924.60",4.19%
06-Mar-21,"48,924.60","48,700.00","48,924.60","47,500.00",0.46%
05-Mar-21,"48,700.00","48,380.90","48,931.80","46,500.00",0.66%
04-Mar-21,"48,380.90","50,363.20","51,526.90","48,127.50",-3.94%
03-Mar-21,"50,363.20","48,414.10","52,272.90","48,122.90",4.03%
02-Mar-21,"48,414.10","49,583.20","49,583.20","47,367.90",-2.36%
01-Mar-21,"49,583.20","45,149.40","49,583.20","45,149.40",9.82%
28-Feb-21,"45,149.40","46,141.90","46,271.80","43,392.00",-2.15%
27-Feb-21,"46,141.90","46,354.00","47,685.80","46,141.90",-0.46%
26-Feb-21,"46,354.00","47,070.80","47,900.00","46,075.00",-1.52%
25-Feb-21,"47,070.80","49,613.70","50,993.80","47,070.80",-5.13%
24-Feb-21,"49,613.70","48,909.30","50,753.00","48,000.60",1.44%
23-Feb-21,"48,909.30","54,058.40","54,058.40","47,452.80",-9.53%
22-Feb-21,"54,058.40","57,381.70","57,381.70","51,923.90",-5.79%
21-Feb-21,"57,381.70","55,868.80","57,672.90","55,868.80",2.69%
20-Feb-21,"55,879.30","55,875.40","57,121.10","55,512.30",0.01%
19-Feb-21,"55,875.40","51,581.00","55,875.40","51,309.20",8.33%
18-Feb-21,"51,581.00","52,058.40","52,204.10","51,511.70",-0.92%
17-Feb-21,"52,058.40","49,919.90","52,307.50","49,919.90",6.89%
16-Feb-21,"48,701.80","47,915.60","49,600.00","47,915.60",1.64%
15-Feb-21,"47,915.60","48,631.00","48,631.00","46,875.80",-1.47%
14-Feb-21,"48,631.10","47,149.60","49,167.30","47,149.60",3.14%
13-Feb-21,"47,149.60","47,335.10","47,726.00","46,726.00",-0.39%
12-Feb-21,"47,335.10","47,942.70","48,395.30","47,016.60",-1.27%
11-Feb-21,"47,942.70","44,824.70","47,966.60","44,379.80",6.96%
10-Feb-21,"44,824.70","46,518.40","46,778.40","44,717.10",-3.64%
09-Feb-21,"46,518.40","46,317.60","47,779.70","45,917.30",0.43%
08-Feb-21,"46,317.60","38,790.40","46,317.60","38,181.50",19.38%
07-Feb-21,"38,800.00","39,233.00","39,347.90","38,059.50",-1.10%
06-Feb-21,"39,233.00","38,267.50","40,511.10","38,267.50",2.52%
05-Feb-21,"38,267.50","36,945.60","38,267.50","36,775.70",3.58%
04-Feb-21,"36,946.20","37,597.40","37,984.10","36,727.10",-1.73%
03-Feb-21,"37,597.40","35,480.70","37,597.40","35,480.70",5.97%
02-Feb-21,"35,480.70","33,568.80","35,712.80","33,568.80",5.70%
01-Feb-21,"33,568.80","33,115.10","34,134.20","32,601.80",1.37%
31-Jan-21,"33,115.10","34,230.10","34,230.10","32,606.50",-3.26%
30-Jan-21,"34,230.10","34,255.50","34,347.50","33,444.60",0.01%
29-Jan-21,"34,228.10","33,354.40","37,800.00","32,576.70",2.62%
28-Jan-21,"33,354.40","30,350.00","33,354.40","30,350.00",9.90%
27-Jan-21,"30,350.00","32,511.90","32,511.90","29,717.30",-6.65%
26-Jan-21,"32,511.90","32,271.30","32,534.60","31,355.40",0.75%
25-Jan-21,"32,271.30","32,238.80","34,644.60","32,238.80",0.10%
24-Jan-21,"32,238.80","32,072.80","32,832.70","31,661.40",0.52%
23-Jan-21,"32,072.80","32,941.80","32,941.80","31,856.10",-2.70%
22-Jan-21,"32,961.30","30,822.30","33,627.60","30,351.70",6.94%
21-Jan-21,"30,822.30","35,463.30","35,463.30","30,822.30",-13.09%
20-Jan-21,"35,463.30","35,921.80","35,921.80","34,417.40",-1.27%
19-Jan-21,"35,918.20","36,630.60","37,600.90","35,918.20",-1.94%
18-Jan-21,"36,630.60","35,810.20","36,845.10","35,080.80",2.25%
17-Jan-21,"35,825.30","36,014.40","36,629.30","34,640.80",-0.52%
16-Jan-21,"36,014.40","36,763.30","37,882.50","36,014.40",-2.04%
15-Jan-21,"36,763.30","39,178.40","39,211.80","35,889.80",-6.16%
14-Jan-21,"39,178.40","37,356.10","39,705.00","37,356.10",4.88%
13-Jan-21,"37,356.10","34,068.90","37,356.10","32,476.40",9.65%
12-Jan-21,"34,068.90","35,367.30","36,062.90","33,618.20",-3.67%
11-Jan-21,"35,367.30","38,173.80","38,173.80","30,651.60",-7.37%
10-Jan-21,"38,181.50","40,093.50","40,968.00","38,181.50",-4.77%
09-Jan-21,"40,093.50","40,573.40","41,125.00","39,449.10",-1.18%
08-Jan-21,"40,573.40","39,429.50","41,226.20","37,951.60",2.90%
07-Jan-21,"39,429.50","36,716.50","39,429.50","36,716.50",7.39%
06-Jan-21,"36,716.50","33,942.10","36,716.50","33,808.00",8.17%
05-Jan-21,"33,942.10","32,000.00","33,942.10","30,940.80",6.14%
04-Jan-21,"31,977.30","33,015.30","33,225.90","30,246.40",-3.14%
03-Jan-21,"33,015.30","32,196.70","34,270.20","32,196.70",2.54%
02-Jan-21,"32,196.70","29,315.90","32,900.00","29,148.00",9.83%
01-Jan-21,"29,315.90","28,959.10","29,328.20","28,959.10",1.23%
31-Dec-20,"28,959.10","28,856.90","29,129.60","28,400.00",0.35%
30-Dec-20,"28,856.90","27,390.00","28,856.90","27,390.00",5.36%
29-Dec-20,"27,390.00","27,081.90","27,390.00","26,173.30",1.14%
28-Dec-20,"27,081.90","26,272.10","27,365.50","26,272.10",3.08%
27-Dec-20,"26,272.10","26,484.90","28,177.50","26,168.60",-0.76%
26-Dec-20,"26,472.50","24,718.20","26,472.50","24,610.70",7.10%
25-Dec-20,"24,718.20","23,729.40","24,718.20","23,545.60",4.17%
24-Dec-20,"23,729.40","23,228.10","23,729.40","22,912.00",2.16%
23-Dec-20,"23,228.10","23,830.00","23,830.00","23,228.10",-2.53%
22-Dec-20,"23,830.00","22,750.40","23,830.00","22,626.80",4.75%
21-Dec-20,"22,750.40","23,501.70","23,980.80","22,637.50",-3.20%
20-Dec-20,"23,501.70","23,835.40","23,835.40","23,428.60",-1.40%
19-Dec-20,"23,835.40","23,098.30","23,886.00","22,890.70",3.19%
18-Dec-20,"23,098.30","22,792.00","23,233.50","22,450.00",1.25%
17-Dec-20,"22,812.20","21,340.10","23,529.50","21,340.10",6.90%
16-Dec-20,"21,340.10","19,421.40","21,340.10","19,348.00",9.88%
15-Dec-20,"19,421.40","19,272.80","19,495.60","19,135.40",0.77%
14-Dec-20,"19,272.80","19,165.30","19,272.80","19,073.80",0.56%
13-Dec-20,"19,165.30","18,786.80","19,336.80","18,750.30",2.01%
12-Dec-20,"18,786.80","18,028.20","18,823.00","18,028.20",4.21%
11-Dec-20,"18,028.20","18,240.30","18,240.30","17,784.30",-1.19%
10-Dec-20,"18,245.10","18,543.80","18,543.80","18,164.80",-1.61%
09-Dec-20,"18,543.80","18,328.60","18,543.80","17,975.30",1.17%
08-Dec-20,"18,328.60","19,172.70","19,209.20","18,328.60",-4.40%
07-Dec-20,"19,172.70","19,359.40","19,359.40","19,017.30",-0.96%
06-Dec-20,"19,359.40","19,140.60","19,359.40","19,055.00",1.14%
05-Dec-20,"19,140.60","18,653.20","19,140.60","18,606.90",2.61%
04-Dec-20,"18,653.20","19,418.30","19,418.30","18,653.20",-3.94%
03-Dec-20,"19,418.30","19,201.40","19,422.20","18,961.20",1.06%
02-Dec-20,"19,214.40","18,782.10","19,214.40","18,509.90",2.30%
01-Dec-20,"18,782.10","19,667.30","19,667.30","18,782.10",-4.50%
30-Nov-20,"19,667.30","18,182.30","19,667.30","18,182.30",8.17%
29-Nov-20,"18,182.30","17,718.80","18,192.70","17,608.80",2.60%
28-Nov-20,"17,720.80","17,135.00","17,801.70","16,900.80",3.42%
27-Nov-20,"17,135.00","17,166.80","17,366.10","16,645.30",-0.19%
26-Nov-20,"17,166.80","18,718.80","18,718.80","16,549.60",-8.29%
25-Nov-20,"18,718.80","19,153.10","19,220.20","18,718.80",-2.27%
24-Nov-20,"19,153.10","18,380.60","19,381.20","18,221.00",4.20%
23-Nov-20,"18,380.60","18,435.40","18,700.70","18,266.70",-0.30%
22-Nov-20,"18,435.40","18,699.90","18,699.90","18,083.40",-1.41%
21-Nov-20,"18,699.90","18,662.50","18,771.60","18,517.70",0.20%
20-Nov-20,"18,662.50","17,811.60","18,721.30","17,811.60",4.78%
19-Nov-20,"17,811.60","17,775.60","18,001.60","17,479.10",0.22%
18-Nov-20,"17,772.50","17,662.40","18,158.60","17,662.40",0.62%
17-Nov-20,"17,662.40","16,705.60","17,662.40","16,657.00",5.73%
16-Nov-20,"16,705.60","15,951.60","16,770.00","15,951.60",4.73%
15-Nov-20,"15,951.60","16,070.70","16,075.80","15,866.80",-0.74%
14-Nov-20,"16,070.70","16,328.40","16,328.40","15,843.20",-1.58%
13-Nov-20,"16,328.40","16,287.60","16,432.10","16,160.00",0.25%
12-Nov-20,"16,287.60","15,690.30","16,287.60","15,615.40",3.81%
11-Nov-20,"15,690.30","15,295.90","15,838.90","15,295.90",2.58%
10-Nov-20,"15,295.90","15,314.30","15,364.70","15,243.30",-0.12%
09-Nov-20,"15,314.30","15,473.00","15,612.40","14,926.00",-1.03%
08-Nov-20,"15,473.00","14,805.00","15,520.00","14,805.00",4.43%
07-Nov-20,"14,816.50","15,571.30","15,632.30","14,800.00",-4.85%
06-Nov-20,"15,571.30","15,586.00","15,871.30","15,411.00",-0.09%
05-Nov-20,"15,586.00","14,141.20","15,586.00","14,141.20",10.22%
04-Nov-20,"14,141.20","14,013.40","14,141.50","13,662.40",0.91%
03-Nov-20,"14,013.40","13,559.50","14,013.40","13,333.80",3.35%
02-Nov-20,"13,559.50","13,753.70","13,762.90","13,406.70",-1.41%
01-Nov-20,"13,753.70","13,794.50","13,840.00","13,693.30",-0.30%
31-Oct-20,"13,794.70","13,550.40","13,956.50","13,503.50",1.80%
30-Oct-20,"13,550.40","13,452.10","13,585.20","13,231.00",0.73%
29-Oct-20,"13,452.10","13,271.90","13,523.40","13,134.20",1.36%
28-Oct-20,"13,271.90","13,648.50","13,748.30","13,190.90",-2.76%
27-Oct-20,"13,648.50","13,050.00","13,671.10","13,050.00",4.59%
26-Oct-20,"13,050.00","13,024.50","13,130.60","12,936.80",0.20%
25-Oct-20,"13,024.50","13,115.20","13,270.00","12,937.80",-0.69%
24-Oct-20,"13,115.20","12,921.00","13,119.60","12,913.50",1.50%
23-Oct-20,"12,921.00","12,968.60","12,991.80","12,861.50",-0.37%
22-Oct-20,"12,968.60","12,796.70","13,133.70","12,758.20",1.34%
21-Oct-20,"12,796.70","11,910.30","12,900.00","11,910.30",7.44%
20-Oct-20,"11,910.30","11,743.70","11,970.00","11,716.80",1.42%
19-Oct-20,"11,743.70","11,489.70","11,743.70","11,434.00",2.21%
18-Oct-20,"11,489.70","11,362.80","11,489.70","11,362.80",1.12%
17-Oct-20,"11,362.80","11,312.90","11,362.80","11,303.60",0.44%
16-Oct-20,"11,312.90","11,486.10","11,503.10","11,256.10",-1.51%
15-Oct-20,"11,486.10","11,417.40","11,486.10","11,298.00",0.60%
14-Oct-20,"11,417.40","11,427.80","11,451.70","11,324.10",-0.09%
13-Oct-20,"11,427.80","11,535.00","11,535.00","11,375.00",-0.94%
12-Oct-20,"11,536.40","11,375.70","11,638.30","11,267.70",1.41%
11-Oct-20,"11,375.70","11,295.40","11,411.00","11,295.40",0.71%
10-Oct-20,"11,295.40","11,057.70","11,406.60","11,057.70",2.15%
09-Oct-20,"11,057.70","10,917.70","11,063.50","10,865.80",1.31%
08-Oct-20,"10,914.40","10,665.00","10,914.40","10,592.50",2.34%
07-Oct-20,"10,665.00","10,600.40","10,665.00","10,585.30",0.61%
06-Oct-20,"10,600.40","10,780.00","10,780.00","10,567.50",-1.67%
05-Oct-20,"10,780.00","10,667.00","10,780.00","10,660.40",1.06%
04-Oct-20,"10,667.00","10,544.70","10,671.10","10,544.70",1.16%
03-Oct-20,"10,544.70","10,562.80","10,577.10","10,529.00",-0.17%
02-Oct-20,"10,562.80","10,619.10","10,619.10","10,431.10",-0.53%
01-Oct-20,"10,619.10","10,763.10","10,882.10","10,514.80",-1.34%
30-Sep-20,"10,763.10","10,834.70","10,834.70","10,707.40",-0.66%
29-Sep-20,"10,834.70","10,695.20","10,834.70","10,684.30",1.30%
28-Sep-20,"10,695.20","10,767.30","10,914.50","10,695.20",-0.67%
27-Sep-20,"10,767.30","10,730.80","10,770.90","10,636.40",0.34%
26-Sep-20,"10,730.80","10,677.80","10,756.90","10,660.20",0.50%
25-Sep-20,"10,677.80","10,732.40","10,737.00","10,600.00",-0.51%
24-Sep-20,"10,732.40","10,233.00","10,732.40","10,233.00",4.88%
23-Sep-20,"10,233.00","10,532.90","10,532.90","10,219.50",-2.85%
22-Sep-20,"10,532.90","10,423.00","10,532.90","10,415.10",1.05%
21-Sep-20,"10,423.00","10,922.40","10,963.40","10,392.50",-4.57%
20-Sep-20,"10,922.40","11,074.40","11,074.40","10,858.50",-1.37%
19-Sep-20,"11,074.40","10,928.00","11,101.70","10,918.80",1.35%
18-Sep-20,"10,927.30","10,927.40","11,010.10","10,873.80",0.00%
17-Sep-20,"10,927.40","10,948.20","10,948.20","10,854.20",-0.19%
16-Sep-20,"10,948.20","10,782.00","11,032.10","10,683.80",1.54%
15-Sep-20,"10,782.00","10,667.30","10,878.20","10,667.30",1.08%
14-Sep-20,"10,667.30","10,308.20","10,691.80","10,302.00",3.48%
13-Sep-20,"10,308.20","10,433.80","10,547.00","10,274.50",-1.20%
12-Sep-20,"10,433.80","10,384.50","10,464.90","10,284.50",0.47%
11-Sep-20,"10,384.50","10,349.30","10,384.50","10,228.30",0.34%
10-Sep-20,"10,349.30","10,222.50","10,447.20","10,222.50",1.24%
09-Sep-20,"10,222.50","10,116.00","10,321.90","9,994.70",1.05%
08-Sep-20,"10,116.00","10,365.70","10,365.70","9,927.60",-2.41%
07-Sep-20,"10,365.70","10,248.00","10,365.70","9,936.90",1.15%
06-Sep-20,"10,248.00","10,165.20","10,248.00","10,087.50",0.81%
05-Sep-20,"10,165.20","10,454.60","10,499.40","10,073.30",-2.77%
04-Sep-20,"10,454.60","10,267.50","10,543.30","10,264.20",1.82%
03-Sep-20,"10,267.50","11,391.90","11,391.90","10,267.50",-9.87%
02-Sep-20,"11,391.90","11,927.30","11,927.30","11,300.20",-4.49%
01-Sep-20,"11,927.30","11,656.40","12,002.30","11,608.90",2.32%
31-Aug-20,"11,656.40","11,707.40","11,728.50","11,616.90",-0.44%
30-Aug-20,"11,707.40","11,478.70","11,707.40","11,478.70",1.99%
29-Aug-20,"11,478.70","11,522.60","11,543.90","11,465.00",-0.38%
28-Aug-20,"11,522.60","11,319.00","11,523.00","11,290.50",1.80%
27-Aug-20,"11,319.00","11,458.30","11,458.30","11,220.00",-1.22%
26-Aug-20,"11,458.30","11,337.30","11,494.90","11,284.40",1.07%
25-Aug-20,"11,337.30","11,753.50","11,756.00","11,229.20",-3.58%
24-Aug-20,"11,757.90","11,649.10","11,791.80","11,649.10",0.93%
23-Aug-20,"11,649.10","11,675.10","11,689.80","11,572.20",-0.22%
22-Aug-20,"11,675.10","11,514.50","11,675.10","11,430.80",1.39%
21-Aug-20,"11,514.50","11,859.20","11,859.20","11,514.50",-2.91%
20-Aug-20,"11,859.20","11,742.00","11,866.20","11,727.10",1.00%
19-Aug-20,"11,742.00","11,960.20","11,977.00","11,694.00",-1.82%
18-Aug-20,"11,960.20","12,271.70","12,323.30","11,897.40",-2.54%
17-Aug-20,"12,271.70","11,910.00","12,375.50","11,801.50",3.04%
16-Aug-20,"11,910.00","11,866.30","11,910.00","11,776.50",0.37%
15-Aug-20,"11,866.30","11,739.00","11,938.20","11,739.00",1.08%
14-Aug-20,"11,739.00","11,754.00","11,791.90","11,673.00",-0.13%
13-Aug-20,"11,754.00","11,562.40","11,754.00","11,397.60",1.66%
12-Aug-20,"11,562.40","11,396.20","11,573.90","11,291.00",1.46%
11-Aug-20,"11,396.20","11,874.20","11,912.40","11,205.70",-4.03%
10-Aug-20,"11,874.20","11,681.50","11,977.00","11,681.50",1.65%
09-Aug-20,"11,681.50","11,749.30","11,749.30","11,595.90",-0.67%
08-Aug-20,"11,760.00","11,590.80","11,771.80","11,547.50",1.46%
07-Aug-20,"11,590.80","11,750.50","11,870.40","11,477.90",-1.36%
06-Aug-20,"11,750.50","11,734.00","11,861.30","11,628.40",0.14%
05-Aug-20,"11,734.00","11,188.50","11,734.00","11,188.50",4.88%
04-Aug-20,"11,188.50","11,217.20","11,353.00","11,140.00",-0.26%
03-Aug-20,"11,217.20","11,072.00","11,375.00","11,072.00",1.31%
02-Aug-20,"11,072.00","11,793.80","11,954.80","11,072.00",-6.12%
01-Aug-20,"11,793.80","11,329.90","11,793.80","11,328.20",4.09%
31-Jul-20,"11,329.90","11,095.20","11,345.10","11,015.00",2.12%
30-Jul-20,"11,095.20","11,102.00","11,144.50","10,947.90",-0.06%
29-Jul-20,"11,102.00","10,903.00","11,318.30","10,903.00",1.83%
28-Jul-20,"10,903.00","11,018.60","11,188.30","10,868.50",-1.05%
27-Jul-20,"11,018.60","9,930.90","11,196.70","9,930.90",10.95%
26-Jul-20,"9,930.90","9,699.40","9,939.50","9,691.20",2.39%
25-Jul-20,"9,699.40","9,534.70","9,699.40","9,534.70",1.73%
24-Jul-20,"9,534.70","9,604.00","9,604.00","9,509.10",-0.72%
23-Jul-20,"9,604.00","9,524.10","9,604.00","9,489.50",0.84%
22-Jul-20,"9,524.10","9,379.20","9,524.10","9,312.70",1.55%
21-Jul-20,"9,379.20","9,159.60","9,379.20","9,159.60",2.40%
20-Jul-20,"9,159.60","9,213.20","9,215.30","9,154.90",-0.58%
